,Bleu_4,epoch,Bleu_1,Bleu_3,test_word_accy,CIDEr,train_loss,accy_calc_time,Bleu_2,train_time,ROUGE_L,test_loss,train_word_accy
0,0.21364776086849738,0,0.6730850652577974,0.31457053927330286,0.1699860735918388,0.6242946504694693,4.01174303573863,7.05,0.46267942097400894,174.81666666666666,0.506414822902916,6.344796920776367,0.2677335254487548
1,0.2163781747751634,1,0.6762926648783522,0.31670668337797386,0.17475809562140499,0.6574661874460618,3.435984228745133,6.7,0.4653716986560043,177.38333333333333,0.5070401299671105,6.536982222557068,0.11286513521192733
2,0.22059561295640903,2,0.6763585762413821,0.3206702072218529,0.17522201291711517,0.6741082619814516,3.300069889057155,6.383333333333334,0.4685231156434736,181.56666666666666,0.5092378330155675,6.615387376785279,0.07814482007606154
3,0.22893602874635066,3,0.6937874251496876,0.3322508480153766,0.17851145294552295,0.6964444814755727,3.2306756673165187,6.433333333333334,0.4828790292866185,181.65,0.5178174402294554,6.569378165245056,0.06946202926669211
4,0.22833094825283004,4,0.6855435770879208,0.3300611522296651,0.17925481741005256,0.6996848398500406,3.1846534265340907,6.45,0.4783300382869448,181.68333333333334,0.5132652956213185,6.654543601036072,0.0681580280112844
5,0.22920196911421054,5,0.6865004488247992,0.3304744201630785,0.17775237070414956,0.704483987126133,3.1491196449967367,6.4,0.4773949209957799,182.06666666666666,0.5162265617057091,6.641128586769104,0.06808684663221429
6,0.22988606268785064,6,0.6813172613663507,0.3296882977545579,0.17956863400769102,0.7083970387452778,3.1184729686933705,6.433333333333334,0.47553745142425397,181.68333333333334,0.510917932386685,6.65121782207489,0.0704584199695421
7,0.23147380175508914,7,0.6953380386329737,0.3353346452299801,0.18033754278295763,0.7207099662479315,3.0923581685463466,6.383333333333334,0.4855131429643404,181.5,0.5169618793779106,6.722554883003235,0.07179229065541555
8,0.234594216187894,8,0.686742727391154,0.33561490243939757,0.18386652328785535,0.7227903833471239,3.007022668261195,6.4,0.48276041077389364,190.95,0.5154735452659658,6.619369619369507,0.0698008466869006
9,0.2490862894538155,9,0.7028276489482056,0.3522373905971042,0.18375559617029125,0.7736400531283395,2.8935793254053257,6.4,0.5001416637939398,190.93333333333334,0.527916543425934,6.663221591949463,0.07788773492827175
10,0.25955436752101957,10,0.7122310158841824,0.3659620438301358,0.18518829576376525,0.8177178652174298,2.8140699305110517,6.433333333333334,0.5136220268453469,192.91666666666666,0.5356662281540485,6.664505970001221,0.08874371255918903
11,0.2545986094012563,11,0.7035890062489502,0.35917676868328774,0.1828200863531744,0.8088770479845807,2.738948295255111,6.683333333333334,0.506286375413347,192.86666666666667,0.5278895405914789,6.7404945278167725,0.10061762849204849
12,0.26297885788343733,12,0.7103681373892261,0.3676598658946792,0.18322496093553103,0.8286089045392364,2.668513291573859,6.416666666666667,0.5142479082155578,191.1,0.5365838488104283,6.835766172409057,0.11184125274471832
13,0.2573567324767854,13,0.7106176394580296,0.36248594778019255,0.18341286376772634,0.8220104787230769,2.6028140328317466,6.516666666666667,0.5105713633346975,189.01666666666668,0.5321656588848278,6.890336707115173,0.12268326158725856
14,0.25795046530392773,14,0.7078363002385629,0.3614642305660328,0.18520197441321648,0.8185053045051254,2.5410455440694144,6.4,0.508124752031548,189.21666666666667,0.5317146562721821,7.006574550628662,0.13321543081526604
15,0.24271020837030047,15,0.6959932548846971,0.34670036688622136,0.18105471369183318,0.7909637178482142,2.482609857863851,6.416666666666667,0.49576636858296813,189.3,0.5209811402359855,7.152103474617005,0.14313847170755659
16,0.2516057406895238,16,0.70270419731238,0.3548591751059943,0.18417070217917675,0.8008700793263395,2.3767237611287944,6.4,0.5027144483107371,189.75,0.5237204286163123,7.37721671295166,0.16274069411206654
17,0.2509277586758126,17,0.698010520759375,0.3539766380219548,0.1778516169091611,0.7996436849743919,2.316352021642623,6.383333333333334,0.4991159711611491,189.81666666666666,0.5251534493856373,7.619559543609619,0.174043375762785
18,0.238672000793507,18,0.6867074172064468,0.33928899725996836,0.17767255998253834,0.7468350342147225,2.271106694032765,6.383333333333334,0.48505369598361187,189.86666666666667,0.5149495024013442,7.665608585357666,0.18222759971040026
19,0.24017292967475987,19,0.6929407226436802,0.3438806328806069,0.1769186789533867,0.7788236393300578,2.231369578224887,6.416666666666667,0.4914234111388668,190.46666666666667,0.5167561002233221,7.884604721069336,0.19019352418859173
20,0.2368739975564579,20,0.6843422436618062,0.33764933119227736,0.17578583649233454,0.7646361402468297,2.193980357834032,6.366666666666666,0.4827008342699777,189.96666666666667,0.5125756529054153,8.04862063407898,0.19765894995131728
21,0.23501713799203142,21,0.6857262712482548,0.33568893908477987,0.17676326228736636,0.7553492142744891,2.1576857736035135,6.383333333333334,0.4823321976285019,190.55,0.5112208173277191,8.196629322052003,0.204863724067093
22,0.23342285883691455,22,0.6849825548471826,0.3342327737013997,0.17302537300851387,0.7554922893051853,2.13575302422315,6.383333333333334,0.4812248331341863,189.86666666666667,0.5112632137114437,8.339427865028382,0.21114774698303893
23,0.2274137579701226,23,0.6829017824396559,0.32900450361869915,0.1777662040926044,0.7465398584500739,2.0964061674935768,6.583333333333333,0.4769702845531321,190.31666666666666,0.5089919130091455,8.496332100868225,0.21793434907229411
24,0.23547356679591208,24,0.683425564728283,0.3345758358574657,0.17209989754958768,0.7613834596652818,2.01981102982522,6.4,0.4799569437478111,190.85,0.5109837236409681,8.858792490959168,0.2350369013779764
25,0.23005274170512585,25,0.6788264005245014,0.3294881995685876,0.17618871477570786,0.7442059753754862,1.960269072626346,6.383333333333334,0.4746537210332932,191.16666666666666,0.5071805298704914,9.12653114414215,0.2515117498314829
26,0.22812461029358352,26,0.6756732185391808,0.32720919352656286,0.17358065762723254,0.7386955232839612,1.8985025829792823,6.4,0.47182693418165866,190.28333333333333,0.5043489508421977,9.408733832359314,0.26414830216807483
27,0.22384031506256513,27,0.6732664266753814,0.32303889200276403,0.1759867040475431,0.7287317353325565,1.8612464218003277,6.533333333333333,0.4686551541724797,185.0,0.5028582270678082,9.749408800125122,0.2750068060692305
28,0.21917656331948668,28,0.6688481200826535,0.31796724235976764,0.1712680308621268,0.7209800171011981,1.8116555061773016,6.383333333333334,0.46350141045002774,189.18333333333334,0.5003667003031779,10.08335803413391,0.2850007311323278
29,0.21741787162294493,29,0.6669935174592677,0.3153564194546777,0.17189938415585723,0.7104684239514787,1.7926106397488373,6.366666666666666,0.46079932315811156,189.73333333333332,0.4987570036136297,10.441073740005493,0.2937824922933897
